printKey,cardName,faceIndex,faceName,layout,typeLineSource,rulesTextSource,status,priority,notes
tla:152,Rough Rhino Cavalry,0,Rough Rhino Cavalry,normal,Creature — Human Mercenary,"Firebending 2 (Whenever this creature attacks, add {R}{R}. This mana lasts until end of combat.)
Exhaust — {8}: Put two +1/+1 counters on this creature. It gains trample until end of turn. (Activate each exhaust ability only once.)",todo,normal,
tla:68,Rowdy Snowballers,0,Rowdy Snowballers,normal,Creature — Human Peasant Ally,"When this creature enters, tap target creature an opponent controls and put a stun counter on it. (If a permanent with a stun counter would become untapped, remove one from it instead.)",todo,normal,
tla:118,Ruinous Waterbending,0,Ruinous Waterbending,normal,Sorcery — Lesson,"As an additional cost to cast this spell, you may waterbend {4}. (While paying a waterbend cost, you can tap your artifacts and creatures to help. Each one pays for {1}.)
All creatures get -2/-2 until end of turn. If this spell's additional cost was paid, whenever a creature dies this turn, you gain 1 life.",todo,normal,
tla:277,Rumble Arena,0,Rumble Arena,normal,Land,"Vigilance
When this land enters, scry 1. (Look at the top card of your library. You may put it on the bottom.)
{T}: Add {C}.
{1}, {T}: Add one mana of any color.",todo,normal,
tle:258,Run Amok,0,Run Amok,normal,Instant,Target attacking creature gets +3/+3 and gains trample until end of turn.,todo,normal,
tle:110,Ruthless Waterbender,0,Ruthless Waterbender,normal,Creature — Human Soldier Ally,"Waterbend {2}: This creature gets +1/+1 until end of turn. Activate only during your turn. (While paying a waterbend cost, you can tap your artifacts and creatures to help. Each one pays for {1}.)",todo,normal,
tla:194,Saber-Tooth Moose-Lion,0,Saber-Tooth Moose-Lion,normal,Creature — Elk Cat,"Reach
Forestcycling {2} ({2}, Discard this card: Search your library for a Forest card, reveal it, put it into your hand, then shuffle.)",todo,normal,
tle:18,Sakashima of a Thousand Faces,0,Sakashima of a Thousand Faces,normal,Legendary Creature — Human Rogue,"You may have Sakashima enter as a copy of another creature you control, except it has Sakashima's other abilities.
The ""legend rule"" doesn't apply to permanents you control.
Partner (You can have two commanders if both have partner.)",todo,normal,
tla:239,Sandbender Scavengers,0,Sandbender Scavengers,normal,Creature — Human Rogue,"Whenever you sacrifice another permanent, put a +1/+1 counter on this creature.
When this creature dies, you may exile it. When you do, return target creature card with mana value less than or equal to this creature's power from your graveyard to the battlefield.",todo,normal,
tla:34,Sandbenders' Storm,0,Sandbenders' Storm,normal,Instant,"Choose one —
• Destroy target creature with power 4 or greater.
• Earthbend 3. (Target land you control becomes a 0/0 creature with haste that's still a land. Put three +1/+1 counters on it. When it dies or is exiled, return it to the battlefield tapped.)",todo,normal,
tle:111,Scarring Memories,0,Scarring Memories,normal,Sorcery — Lesson,"You may cast this spell as though it had flash if you control an attacking legendary creature.
Target opponent sacrifices a creature of their choice, discards a card, and loses 3 life.",todo,normal,
tle:6,Scout's Warning,0,Scout's Warning,normal,Instant,"The next creature card you play this turn can be played as though it had flash.
Draw a card.",todo,normal,
tle:35,Searing Blood,0,Searing Blood,normal,Instant,"Searing Blood deals 2 damage to target creature. When that creature dies this turn, Searing Blood deals 3 damage to the creature's controller.",todo,normal,
tla:69,Secret of Bloodbending,0,Secret of Bloodbending,normal,Sorcery — Lesson,"As an additional cost to cast this spell, you may waterbend {10}.
You control target opponent during their next combat phase. If this spell's additional cost was paid, you control that player during their next turn instead. (You see all cards that player could see and make all decisions for them.)
Exile Secret of Bloodbending.",todo,normal,
tla:278,Secret Tunnel,0,Secret Tunnel,normal,Land — Cave,"This land can't be blocked.
{T}: Add {C}.
{4}, {T}: Two target creatures you control that share a creature type can't be blocked this turn.",todo,normal,
tla:195,Seismic Sense,0,Seismic Sense,normal,Sorcery — Lesson,"Look at the top X cards of your library, where X is the number of lands you control. You may reveal a creature or land card from among them and put it into your hand. Put the rest on the bottom of your library in a random order.",todo,normal,
tle:254,Seismic Tutelage,0,Seismic Tutelage,normal,Enchantment — Aura,"Enchant creature
When this Aura enters, put a +1/+1 counter on enchanted creature.
Whenever enchanted creature attacks, double the number of +1/+1 counters on it.",todo,normal,
tla:70,Serpent of the Pass,0,Serpent of the Pass,normal,Creature — Serpent,"If there are three or more Lesson cards in your graveyard, you may cast this spell as though it had flash.
This spell costs {1} less to cast for each noncreature, nonland card in your graveyard.",todo,normal,
tla:279,Serpent's Pass,0,Serpent's Pass,normal,Land,"This land enters tapped.
{T}: Add {U} or {B}.
{4}, {T}, Sacrifice this land: Draw a card.",todo,normal,
tla:196,Shared Roots,0,Shared Roots,normal,Sorcery — Lesson,"Search your library for a basic land card, put it onto the battlefield tapped, then shuffle.",todo,normal,
tle:36,Shattering Spree,0,Shattering Spree,normal,Sorcery,"Replicate {R} (When you cast this spell, copy it for each time you paid its replicate cost. You may choose new targets for the copies.)
Destroy target artifact.",todo,normal,
tle:125,"Smellerbee, Rebel Fighter",0,"Smellerbee, Rebel Fighter",normal,Legendary Creature — Human Rebel Ally,"First strike
Other creatures you control have haste.
Whenever Smellerbee attacks, you may discard your hand. If you do, draw cards equal to the number of attacking creatures.",todo,normal,
tle:71,Sokka and Suki,0,Sokka and Suki,normal,Legendary Creature — Human Warrior Ally,"Whenever Sokka and Suki or another Ally you control enters, attach up to one target Equipment you control to that creature.
Whenever an Equipment you control enters, create a 1/1 white Ally creature token.",todo,normal,
tle:66,Sokka's Charge,0,Sokka's Charge,normal,Enchantment,"During your turn, Allies you control have double strike and lifelink.",todo,normal,
tla:71,Sokka's Haiku,0,Sokka's Haiku,normal,Instant — Lesson,"Counter target spell.
Draw a card, then mill three cards.
Untap target land.",todo,normal,
tle:84,Sokka's Sword Training,0,Sokka's Sword Training,normal,Instant — Lesson,"Target creature gets +2/+2 until end of turn.
Create a Clue token. (It's an artifact with ""{2}, Sacrifice this token: Draw a card."")",todo,normal,
tla:240,"Sokka, Bold Boomeranger",0,"Sokka, Bold Boomeranger",normal,Legendary Creature — Human Warrior Ally,"When Sokka enters, discard up to two cards, then draw that many cards.
Whenever you cast an artifact or Lesson spell, put a +1/+1 counter on Sokka.",todo,normal,
tla:241,"Sokka, Lateral Strategist",0,"Sokka, Lateral Strategist",normal,Legendary Creature — Human Warrior Ally,"Vigilance
Whenever Sokka and at least one other creature attack, draw a card.",todo,normal,
tle:83,"Sokka, Swordmaster",0,"Sokka, Swordmaster",normal,Legendary Creature — Human Warrior Ally,"Vigilance
Equipment spells you cast cost {1} less to cast for each Ally you control.
At the beginning of combat on your turn, attach up to one target Equipment you control to Sokka.",todo,normal,
tla:242,"Sokka, Tenacious Tactician",0,"Sokka, Tenacious Tactician",normal,Legendary Creature — Human Warrior Ally,"Menace, prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)
Other Allies you control have menace and prowess.
Whenever you cast a noncreature spell, create a 1/1 white Ally creature token.",todo,normal,
tle:316,Sol Ring,0,Sol Ring,normal,Artifact,{T}: Add {C}{C}.,todo,normal,
tla:119,Sold Out,0,Sold Out,normal,Instant,"Exile target creature. If it was dealt damage this turn, create a Clue token. (It's an artifact with ""{2}, Sacrifice this token: Draw a card."")",todo,normal,
tle:142,Solid Ground,0,Solid Ground,normal,Enchantment,"When this enchantment enters, earthbend 3. (Target land you control becomes a 0/0 creature with haste that's still a land. Put three +1/+1 counters on it. When it dies or is exiled, return it to the battlefield tapped.)
If one or more +1/+1 counters would be put on a permanent you control, that many plus one +1/+1 counters are put on it instead.",todo,normal,
tla:153,Solstice Revelations,0,Solstice Revelations,normal,Instant — Lesson,"Exile cards from the top of your library until you exile a nonland card. You may cast that card without paying its mana cost if the spell's mana value is less than the number of Mountains you control. If you don't cast that card this way, put it into your hand.
Flashback {6}{R} (You may cast this card from your graveyard for its flashback cost. Then exile it.)",todo,normal,
tla:35,South Pole Voyager,0,South Pole Voyager,normal,Creature — Human Scout Ally,"Whenever this creature or another Ally you control enters, you gain 1 life. If this is the second time this ability has resolved this turn, draw a card.",todo,normal,
tla:36,Southern Air Temple,0,Southern Air Temple,normal,Legendary Enchantment — Shrine,"When Southern Air Temple enters, put X +1/+1 counters on each creature you control, where X is the number of Shrines you control.
Whenever another Shrine you control enters, put a +1/+1 counter on each creature you control.",todo,normal,
tla:154,Sozin's Comet,0,Sozin's Comet,normal,Sorcery,"Each creature you control gains firebending 5 until end of turn. (Whenever it attacks, add {R}{R}{R}{R}{R}. This mana lasts until end of combat.)
Foretell {2}{R} (During your turn, you may pay {2} and exile this card from your hand face down. Cast it on a later turn for its foretell cost.)",todo,normal,
tla:197,Sparring Dummy,0,Sparring Dummy,normal,Artifact Creature — Scarecrow,"Defender
{T}: Mill a card. You may put a land card milled this way into your hand. You gain 2 life if a Lesson card is milled this way. (To mill a card, put the top card of your library into your graveyard.)",todo,normal,
tla:73,Spirit Water Revival,0,Spirit Water Revival,normal,Sorcery,"As an additional cost to cast this spell, you may waterbend {6}. (While paying a waterbend cost, you can tap your artifacts and creatures to help. Each one pays for {1}.)
Draw two cards. If this spell's additional cost was paid, instead shuffle your graveyard into your library, draw seven cards, and you have no maximum hand size for the rest of the game.
Exile Spirit Water Revival.",todo,normal,
tle:149,Stand United,0,Stand United,normal,Instant,"Target creature gets +2/+2 until end of turn. If it's an Ally, scry 2. (Look at the top two cards of your library, then put any number of them on the bottom and the rest on top in any order.)",todo,normal,
tle:19,Standstill,0,Standstill,normal,Enchantment,"When a player casts a spell, sacrifice this enchantment. If you do, each of that player's opponents draws three cards.",todo,normal,
tle:126,Storm of Memories,0,Storm of Memories,normal,Sorcery,"Storm (When you cast this spell, copy it for each spell cast before it this turn.)
Exile an instant or sorcery card with mana value 3 or less from your graveyard at random. You may cast it without paying its mana cost. If that spell would be put into a graveyard, exile it instead.",todo,normal,
tla:37,"Suki, Courageous Rescuer",0,"Suki, Courageous Rescuer",normal,Legendary Creature — Human Warrior Ally,"Other creatures you control get +1/+0.
Whenever another permanent you control leaves the battlefield during your turn, create a 1/1 white Ally creature token. This ability triggers only once each turn.",todo,normal,
tle:85,"Suki, Kyoshi Captain",0,"Suki, Kyoshi Captain",normal,Legendary Creature — Human Warrior Ally,"Other Warriors you control get +1/+1.
{3}{W}: Attacking Warriors you control gain double strike until end of turn.",todo,normal,
tla:243,"Suki, Kyoshi Warrior",0,"Suki, Kyoshi Warrior",normal,Legendary Creature — Human Warrior Ally,"Suki's power is equal to the number of creatures you control.
Whenever Suki attacks, create a 1/1 white Ally creature token that's tapped and attacking.",todo,normal,
tla:244,Sun Warriors,0,Sun Warriors,normal,Creature — Human Warrior Ally,"Firebending X, where X is the number of creatures you control. (Whenever this creature attacks, add X {R}. This mana lasts until end of combat.)
{5}: Create a 1/1 white Ally creature token.",todo,normal,
tla:280,Sun-Blessed Peak,0,Sun-Blessed Peak,normal,Land,"This land enters tapped.
{T}: Add {R} or {W}.
{4}, {T}, Sacrifice this land: Draw a card.",todo,normal,
tle:58,Sunbaked Canyon,0,Sunbaked Canyon,normal,Land,"{T}, Pay 1 life: Add {R} or {W}.
{1}, {T}, Sacrifice this land: Draw a card.",todo,normal,
tle:55,Sundial of the Infinite,0,Sundial of the Infinite,normal,Artifact,"{1}, {T}: End the turn. Activate only during your turn. (Exile all spells and abilities from the stack. Discard down to your maximum hand size. Damage wears off, and ""this turn"" and ""until end of turn"" effects end.)",todo,normal,
tle:170,Suspicious Bookcase,0,Suspicious Bookcase,normal,Artifact Creature — Wall,"Defender
{3}, {T}: Target creature can't be blocked this turn.",todo,normal,
tla:284,Swamp,0,Swamp,normal,Basic Land — Swamp,({T}: Add {B}.),todo,normal,
tle:65,Swampbenders,0,Swampbenders,normal,Creature — Human Druid Ally,"Swampbenders's power and toughness are each equal to the number of Swamps on the battlefield.
Lands you control are Swamps in addition to their other types.",todo,normal,
tla:120,Swampsnare Trap,0,Swampsnare Trap,normal,Enchantment — Aura,"This spell costs {1} less to cast if it targets a creature with flying.
Enchant creature
Enchanted creature gets -5/-3.",todo,normal,
tle:317,Swiftfoot Boots,0,Swiftfoot Boots,normal,Artifact — Equipment,"Equipped creature has hexproof and haste. (It can't be the target of spells or abilities your opponents control. It can attack and {T} no matter when it came under your control.)
Equip {1} ({1}: Attach to target creature you control. Equip only as a sorcery.)",todo,normal,
tle:143,Tale of Katara and Toph,0,Tale of Katara and Toph,normal,Enchantment,"Creatures you control have ""Whenever this creature becomes tapped for the first time during each of your turns, put a +1/+1 counter on it.""",todo,normal,
tle:86,Tale of Momo,0,Tale of Momo,normal,Sorcery,"This spell costs {2} less to cast if a creature left the battlefield under your control this turn.
Search your library and/or graveyard for an Ally creature card, reveal it, and put it into your hand. If you search your library this way, shuffle.",todo,normal,
tle:59,Tarnished Citadel,0,Tarnished Citadel,normal,Land,"{T}: Add {C}.
{T}: Add one mana of any color. This land deals 3 damage to you.",todo,normal,
tle:46,Taunting Challenge,0,Taunting Challenge,normal,Sorcery,All creatures able to block target creature this turn do so.,todo,normal,
tla:38,Team Avatar,0,Team Avatar,normal,Enchantment,"Whenever a creature you control attacks alone, it gets +X/+X until end of turn, where X is the number of creatures you control.
{2}{W}, Discard this card: It deals damage equal to the number of creatures you control to target creature.",todo,normal,
tle:144,Tectonic Split,0,Tectonic Split,normal,Enchantment,"As an additional cost to cast this spell, sacrifice half the lands you control, rounded up.
Hexproof
Lands you control have ""{T}: Add three mana of any one color.""",todo,normal,
tle:7,Teferi's Protection,0,Teferi's Protection,normal,Instant,"Until your next turn, your life total can't change and you gain protection from everything. All permanents you control phase out. (While they're phased out, they're treated as though they don't exist. They phase in before you untap during your untap step.)
Exile Teferi's Protection.",todo,normal,
tla:74,"Teo, Spirited Glider",0,"Teo, Spirited Glider",normal,Legendary Creature — Human Pilot Ally,"Flying
Whenever one or more creatures you control with flying attack, draw a card, then discard a card. When you discard a nonland card this way, put a +1/+1 counter on target creature you control.",todo,normal,
tle:87,That's Rough Buddy,0,That's Rough Buddy,normal,Instant — Lesson,"Put a +1/+1 counter on target creature. Put two +1/+1 counters on that creature instead if a creature left the battlefield under your control this turn.
Draw a card.",todo,normal,
tle:129,The Art of Tea,0,The Art of Tea,normal,Instant — Lesson,"Put a +1/+1 counter on up to one target creature you control. Create a Food token. (It's an artifact with ""{2}, {T}, Sacrifice this token: You gain 3 life."")",todo,normal,
tle:90,The Blue Spirit,0,The Blue Spirit,normal,Legendary Creature — Human Rogue Ally,"You may cast the first creature spell you cast each turn as though it had flash.
Whenever a nontoken creature you control enters during combat, draw a card.",todo,normal,
tla:168,"The Boulder, Ready to Rumble",0,"The Boulder, Ready to Rumble",normal,Legendary Creature — Human Warrior Performer,"Whenever The Boulder attacks, earthbend X, where X is the number of creatures you control with power 4 or greater. (Target land you control becomes a 0/0 creature with haste that's still a land. Put X +1/+1 counters on it. When it dies or is exiled, return it to the battlefield tapped.)",todo,normal,
tle:134,The Cabbage Merchant,0,The Cabbage Merchant,normal,Legendary Creature — Human Citizen,"Whenever an opponent casts a noncreature spell, create a Food token. (It's an artifact with ""{2}, {T}, Sacrifice this token: You gain 3 life."")
Whenever a creature deals combat damage to you, sacrifice a Food token.
Tap two untapped Foods you control: Add one mana of any color.",todo,normal,
tla:126,The Cave of Two Lovers,0,The Cave of Two Lovers,saga,Enchantment — Saga,"(As this Saga enters and after your draw step, add a lore counter. Sacrifice after III.)
I — Create two 1/1 white Ally creature tokens.
II — Search your library for a Mountain or Cave card, reveal it, put it into your hand, then shuffle.
III — Earthbend 3. (Target land you control becomes a 0/0 creature with haste that's still a land. Put three +1/+1 counters on it. When it dies or is exiled, return it to the battlefield tapped.)",todo,normal,
tle:76,"The Duke, Rebel Sentry",0,"The Duke, Rebel Sentry",normal,Legendary Creature — Human Rebel Ally,"The Duke enters with a +1/+1 counter on him.
{T}, Remove a counter from The Duke: Put a +1/+1 counter on another target creature you control. It gains hexproof until end of turn. (It can't be the target of spells or abilities your opponents control.)",todo,normal,
tla:172,The Earth King,0,The Earth King,normal,Legendary Creature — Human Noble Ally,"When The Earth King enters, create a 4/4 green Bear creature token.
Whenever one or more creatures you control with power 4 or greater attack, search your library for up to that many basic land cards, put them onto the battlefield tapped, then shuffle.",todo,normal,
tla:98,The Fire Nation Drill,0,The Fire Nation Drill,normal,Legendary Artifact — Vehicle,"Trample
When The Fire Nation Drill enters, you may tap it. When you do, destroy target creature with power 4 or less.
{1}: Permanents your opponents control lose hexproof and indestructible until end of turn.
Crew 2",todo,normal,
tle:41,The Great Henge,0,The Great Henge,normal,Legendary Artifact,"This spell costs {X} less to cast, where X is the greatest power among creatures you control.
{T}: Add {G}{G}. You gain 2 life.
Whenever a nontoken creature you control enters, put a +1/+1 counter on it and draw a card.",todo,normal,
tla:144,The Last Agni Kai,0,The Last Agni Kai,normal,Instant,"Target creature you control fights target creature an opponent controls. If the creature the opponent controls is dealt excess damage this way, add that much {R}.
Until end of turn, you don't lose unspent red mana as steps and phases end.",todo,normal,
tla:61,The Legend of Kuruk // Avatar Kuruk,0,The Legend of Kuruk,transform,Enchantment — Saga,"(As this Saga enters and after your draw step, add a lore counter.)
I, II — Scry 2, then draw a card.
III — Exile this Saga, then return it to the battlefield transformed under your control.",todo,normal,
tla:61,The Legend of Kuruk // Avatar Kuruk,1,Avatar Kuruk,transform,Legendary Creature — Avatar,"Whenever you cast a spell, create a 1/1 colorless Spirit creature token with ""This token can't block or be blocked by non-Spirit creatures.""
Exhaust — Waterbend {20}: Take an extra turn after this one. (While paying a waterbend cost, you can tap your artifacts and creatures to help. Each one pays for {1}. Activate each exhaust ability only once.)",todo,normal,
tla:186,The Legend of Kyoshi // Avatar Kyoshi,0,The Legend of Kyoshi,transform,Enchantment — Saga,"(As this Saga enters and after your draw step, add a lore counter.)
I — Draw cards equal to the greatest power among creatures you control.
II — Earthbend X, where X is the number of cards in your hand. That land becomes an Island in addition to its other types.
III — Exile this Saga, then return it to the battlefield transformed under your control.",todo,normal,
tla:186,The Legend of Kyoshi // Avatar Kyoshi,1,Avatar Kyoshi,transform,Legendary Creature — Avatar,"Lands you control have trample and hexproof.
{T}: Add X mana of any one color, where X is the greatest power among creatures you control.",todo,normal,
tla:145,The Legend of Roku // Avatar Roku,0,The Legend of Roku,transform,Enchantment — Saga,"(As this Saga enters and after your draw step, add a lore counter.)
I — Exile the top three cards of your library. Until the end of your next turn, you may play those cards.
II — Add one mana of any color.
III — Exile this Saga, then return it to the battlefield transformed under your control.",todo,normal,
tla:145,The Legend of Roku // Avatar Roku,1,Avatar Roku,transform,Legendary Creature — Avatar,"Firebending 4 (Whenever this creature attacks, add {R}{R}{R}{R}. This mana lasts until end of combat.)
{8}: Create a 4/4 red Dragon creature token with flying and firebending 4.",todo,normal,
tla:27,The Legend of Yangchen // Avatar Yangchen,0,The Legend of Yangchen,transform,Enchantment — Saga,"(As this Saga enters and after your draw step, add a lore counter.)
I — Starting with you, each player chooses up to one permanent with mana value 3 or greater from among permanents your opponents control. Exile those permanents.
II — You may have target opponent draw three cards. If you do, draw three cards.
III — Exile this Saga, then return it to the battlefield transformed under your control.",todo,normal,
tla:27,The Legend of Yangchen // Avatar Yangchen,1,Avatar Yangchen,transform,Legendary Creature — Avatar,"Flying
Whenever you cast your second spell each turn, airbend up to one other target nonland permanent. (Exile it. While it's exiled, its owner may cast it for {2} rather than its mana cost.)",todo,normal,
tla:232,The Lion-Turtle,0,The Lion-Turtle,normal,Legendary Creature — Elder Cat Turtle,"Vigilance, reach
When The Lion-Turtle enters, you gain 3 life.
The Lion-Turtle can't attack or block unless there are three or more Lesson cards in your graveyard.
{T}: Add one mana of any color.",todo,normal,
tla:64,"The Mechanist, Aerial Artisan",0,"The Mechanist, Aerial Artisan",normal,Legendary Creature — Human Artificer Ally,"Whenever you cast a noncreature spell, create a Clue token. (It's an artifact with ""{2}, Sacrifice this token: Draw a card."")
{T}: Until end of turn, target artifact token you control becomes a 3/1 Construct artifact creature with flying.",todo,normal,
tla:117,The Rise of Sozin // Fire Lord Sozin,0,The Rise of Sozin,transform,Enchantment — Saga,"(As this Saga enters and after your draw step, add a lore counter.)
I — Destroy all creatures.
II — Choose a card name. Search target opponent's graveyard, hand, and library for up to four cards with that name and exile them. Then that player shuffles.
III — Exile this Saga, then return it to the battlefield transformed under your control.",todo,normal,
tla:117,The Rise of Sozin // Fire Lord Sozin,1,Fire Lord Sozin,transform,Legendary Creature — Human Noble,"Menace, firebending 3 (Whenever this creature attacks, add {R}{R}{R}. This mana lasts until end of combat.)
Whenever Fire Lord Sozin deals combat damage to a player, you may pay {X}. When you do, put any number of target creature cards with total mana value X or less from that player's graveyard onto the battlefield under your control.",todo,normal,
tla:72,The Spirit Oasis,0,The Spirit Oasis,normal,Legendary Enchantment — Shrine,"When The Spirit Oasis enters, draw a card for each Shrine you control.
Whenever another Shrine you control enters, draw a card.",todo,normal,
tle:225,The Terror of Serpent's Pass,0,The Terror of Serpent's Pass,normal,Legendary Creature — Serpent,Hexproof (This creature can't be the target of spells or abilities your opponents control.),todo,normal,
tla:77,The Unagi of Kyoshi Island,0,The Unagi of Kyoshi Island,normal,Legendary Creature — Serpent,"Flash
Ward—Waterbend {4}. (Whenever this creature becomes the target of a spell or ability an opponent controls, counter it unless that player pays {4}. They can tap their artifacts and creatures to help. Each one pays for {1}.)
Whenever an opponent draws their second card each turn, you draw two cards.",todo,normal,
tla:261,The Walls of Ba Sing Se,0,The Walls of Ba Sing Se,normal,Legendary Artifact Creature — Wall,"Defender
Other permanents you control have indestructible.",todo,normal,
tle:8,Three Dreams,0,Three Dreams,normal,Sorcery,"Search your library for up to three Aura cards with different names, reveal them, put them into your hand, then shuffle.",todo,normal,
tle:260,Thriving Bluff,0,Thriving Bluff,normal,Land,"This land enters tapped. As it enters, choose a color other than red.
{T}: Add {R} or one mana of the chosen color.",todo,normal,
tle:261,Thriving Grove,0,Thriving Grove,normal,Land,"This land enters tapped. As it enters, choose a color other than green.
{T}: Add {G} or one mana of the chosen color.",todo,normal,
tle:262,Thriving Heath,0,Thriving Heath,normal,Land,"This land enters tapped. As it enters, choose a color other than white.
{T}: Add {W} or one mana of the chosen color.",todo,normal,
tle:263,Thriving Isle,0,Thriving Isle,normal,Land,"This land enters tapped. As it enters, choose a color other than blue.
{T}: Add {U} or one mana of the chosen color.",todo,normal,
tle:264,Thriving Moor,0,Thriving Moor,normal,Land,"This land enters tapped. As it enters, choose a color other than black.
{T}: Add {B} or one mana of the chosen color.",todo,normal,
tla:155,Tiger-Dillo,0,Tiger-Dillo,normal,Creature — Cat Armadillo,This creature can't attack or block unless you control another creature with power 4 or greater.,todo,normal,
tla:75,Tiger-Seal,0,Tiger-Seal,normal,Creature — Cat Seal,"Vigilance
At the beginning of your upkeep, tap this creature.
Whenever you draw your second card each turn, untap this creature.",todo,normal,
tla:245,Tolls of War,0,Tolls of War,normal,Enchantment,"When this enchantment enters, create a Clue token. (It's an artifact with ""{2}, Sacrifice this token: Draw a card."")
Whenever you sacrifice a permanent during your turn, create a 1/1 white Ally creature token. This ability triggers only once each turn.",todo,normal,
tle:145,"Toph, Earthbending Master",0,"Toph, Earthbending Master",normal,Legendary Creature — Human Warrior Ally,"Landfall — Whenever a land you control enters, you get an experience counter.
Whenever you attack, earthbend X, where X is the number of experience counters you have. (Target land you control becomes a 0/0 creature with haste that's still a land. Put X +1/+1 counters on it. When it dies or is exiled, return it to the battlefield tapped.)",todo,normal,
tle:70,"Toph, Greatest Earthbender",0,"Toph, Greatest Earthbender",normal,Legendary Creature — Human Warrior Ally,"When Toph enters, earthbend X, where X is the amount of mana spent to cast her.
Land creatures you control have double strike.",todo,normal,
tla:246,"Toph, Hardheaded Teacher",0,"Toph, Hardheaded Teacher",normal,Legendary Creature — Human Warrior Ally,"When Toph enters, you may discard a card. If you do, return target instant or sorcery card from your graveyard to your hand.
Whenever you cast a spell, earthbend 1. If that spell is a Lesson, put an additional +1/+1 counter on that land. (Target land you control becomes a 0/0 creature with haste that's still a land. Put a +1/+1 counter on it. When it dies or is exiled, return it to the battlefield tapped.)",todo,normal,
tla:198,"Toph, the Blind Bandit",0,"Toph, the Blind Bandit",normal,Legendary Creature — Human Warrior Ally,"When Toph enters, earthbend 2. (Target land you control becomes a 0/0 creature with haste that's still a land. Put two +1/+1 counters on it. When it dies or is exiled, return it to the battlefield tapped.)
Toph's power is equal to the number of +1/+1 counters on lands you control.",todo,normal,
tla:247,"Toph, the First Metalbender",0,"Toph, the First Metalbender",normal,Legendary Creature — Human Warrior Ally,"Nontoken artifacts you control are lands in addition to their other types. (They don't gain the ability to {T} for mana.)
At the beginning of your end step, earthbend 2. (Target land you control becomes a 0/0 creature with haste that's still a land. Put two +1/+1 counters on it. When it dies or is exiled, return it to the battlefield tapped.)",todo,normal,
tle:88,Toucan-Puffin,0,Toucan-Puffin,normal,Creature — Bird,"Flying
When this creature enters, target creature you control gets +2/+0 until end of turn.",todo,normal,
tle:20,Training Grounds,0,Training Grounds,normal,Enchantment,Activated abilities of creatures you control cost {2} less to activate. This effect can't reduce the mana in that cost to less than one mana.,todo,normal,
tla:156,Treetop Freedom Fighters,0,Treetop Freedom Fighters,normal,Creature — Human Rebel Ally,"Haste
When this creature enters, create a 1/1 white Ally creature token.",todo,normal,
tle:60,Treetop Village,0,Treetop Village,normal,Land,"This land enters tapped.
{T}: Add {G}.
{1}{G}: This land becomes a 3/3 green Ape creature with trample until end of turn. It's still a land. (It can deal excess combat damage to the player or planeswalker it's attacking.)",todo,normal,
tla:199,True Ancestry,0,True Ancestry,normal,Sorcery — Lesson,"Return up to one target permanent card from your graveyard to your hand.
Create a Clue token. (It's an artifact with ""{2}, Sacrifice this token: Draw a card."")",todo,normal,
tla:260,Trusty Boomerang,0,Trusty Boomerang,normal,Artifact — Equipment,"Equipped creature has ""{1}, {T}: Tap target creature. Return Trusty Boomerang to its owner's hand.""
Equip {1} ({1}: Attach to target creature you control. Equip only as a sorcery.)",todo,normal,
tle:96,"Tui and La, Moon and Ocean",0,"Tui and La, Moon and Ocean",normal,Legendary Creature — Fish Spirit,"Whenever Tui and La become tapped, draw a card.
Whenever Tui and La become untapped, put a +1/+1 counter on them.",todo,normal,
tla:121,Tundra Tank,0,Tundra Tank,normal,Artifact — Vehicle,"Firebending 1 (Whenever this creature attacks, add {R}. This mana lasts until end of combat.)
When this Vehicle enters, target creature you control gains indestructible until end of turn.
Crew 1 (Tap any number of creatures you control with total power 1 or more: This Vehicle becomes an artifact creature until end of turn.)",todo,normal,
tla:200,Turtle-Duck,0,Turtle-Duck,normal,Creature — Turtle Bird,"{3}: Until end of turn, this creature has base power 4 and gains trample.",todo,normal,
tle:226,Turtle-Seals,0,Turtle-Seals,normal,Creature — Turtle Seal,Vigilance (Attacking doesn't cause this creature to tap.),todo,normal,
tla:157,Twin Blades,0,Twin Blades,normal,Artifact — Equipment,"Flash
When this Equipment enters, attach it to target creature you control. That creature gains double strike until end of turn.
Equipped creature gets +1/+1.
Equip {2} ({2}: Attach to target creature you control. Equip only as a sorcery.)",todo,normal,
tla:158,"Ty Lee, Artful Acrobat",0,"Ty Lee, Artful Acrobat",normal,Legendary Creature — Human Performer,"Prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)
Whenever Ty Lee attacks, you may pay {1}. When you do, target creature can't block this turn.",todo,normal,
tla:76,"Ty Lee, Chi Blocker",0,"Ty Lee, Chi Blocker",normal,Legendary Creature — Human Performer Ally,"Flash
Prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)
When Ty Lee enters, tap up to one target creature. It doesn't untap during its controller's untap step for as long as you control Ty Lee.",todo,normal,
tle:97,Unagi's Spray,0,Unagi's Spray,normal,Instant,"Target creature gets -4/-0 until end of turn. If you control a Fish, Octopus, Otter, Seal, Serpent, or Whale, draw a card.",todo,normal,
